away_record,away_wpct,away_a_wpct,home_record,home_wpct,home_h_wpct,result
2-0-0,1.0,1.0,0-2-0,0.0,0,loss
1-1-0,0.5,0,1-1-0,0.5,1.0,loss
0-2-0,0.0,0.0,1-1-0,0.5,0,loss
1-1-0,0.5,0.0,2-0-0,1.0,1.0,win
0-2-0,0.0,0,0-2-0,0.0,0,win
1-1-0,0.5,0,1-1-0,0.5,0,loss
2-0-0,1.0,1.0,0-2-0,0.0,0,loss
1-1-0,0.5,1.0,2-0-0,1.0,1.0,win
0-3-0,0.0,0.0,2-1-0,0.667,1.0,loss
2-1-0,0.667,1.0,1-2-0,0.333,0.0,loss
2-1-0,0.667,1.0,0-3-0,0.0,0.0,win
1-2-0,0.333,0.0,3-0-0,1.0,1.0,win
1-2-0,0.333,0.5,3-0-0,1.0,1.0,win
1-2-0,0.333,0.0,1-2-0,0.333,0.0,win
1-2-0,0.333,0.5,1-2-0,0.333,0.5,win
3-0-0,1.0,1.0,1-2-0,0.333,0.0,loss
1-2-0,0.333,0.0,2-1-0,0.667,0.5,loss
1-2-0,0.333,0.0,1-2-0,0.333,1.0,win
3-0-0,1.0,1.0,1-2-0,0.333,1.0,loss
1-2-0,0.333,0.0,3-0-0,1.0,1.0,loss
2-1-0,0.667,0.0,3-0-0,1.0,1.0,win
2-1-0,0.667,1.0,0-3-0,0.0,0.0,win
0-3-0,0.0,0.0,1-2-0,0.333,1.0,win
2-2-0,0.5,0.5,1-3-0,0.25,0.5,loss
1-3-0,0.25,0.0,1-3-0,0.25,0.0,win
1-3-0,0.25,0.0,1-3-0,0.25,0.0,loss
2-2-0,0.5,0.0,4-0-0,1.0,1.0,win
2-2-0,0.5,0.0,4-0-0,1.0,1.0,win
1-3-0,0.25,0.0,1-3-0,0.25,0.0,win
1-3-0,0.25,0.0,1-3-0,0.25,0.0,loss
2-2-0,0.5,1.0,1-2-0,0.333,0.0,loss
2-2-0,0.5,0.5,4-0-0,1.0,1.0,win
3-1-0,0.75,1.0,0-4-0,0.0,0.0,loss
3-0-0,1.0,1.0,2-2-0,0.5,0.5,loss
4-0-0,1.0,1.0,2-2-0,0.5,0.5,loss
1-3-0,0.25,0.0,2-2-0,0.5,0.5,win
2-2-0,0.5,0.5,2-2-0,0.5,1.0,loss
5-0-0,1.0,1.0,1-4-0,0.2,0.5,win
2-3-0,0.4,0.5,0-5-0,0.0,0.0,win
2-3-0,0.4,0.0,3-1-0,0.75,0.5,win
4-1-0,0.8,1.0,3-2-0,0.6,0.5,win
1-4-0,0.2,0.333,2-2-0,0.5,1.0,win
5-0-0,1.0,1.0,3-2-0,0.6,0.333,loss
5-0-0,1.0,1.0,2-3-0,0.4,0.5,loss
1-3-0,0.25,0.5,1-3-0,0.25,0.0,loss
1-4-0,0.2,0.0,1-4-0,0.2,0.5,loss
4-0-0,1.0,1.0,2-3-0,0.4,1.0,loss
2-3-0,0.4,0.0,5-0-0,1.0,1.0,win
1-4-0,0.2,0.333,1-4-0,0.2,0.5,win
4-0-0,1.0,1.0,3-2-0,0.6,0.5,loss
3-2-0,0.6,0.5,2-3-0,0.4,0.5,win
2-4-0,0.333,0.0,2-4-0,0.333,0.667,loss
3-3-0,0.5,1.0,1-5-0,0.167,0.333,win
2-4-0,0.333,0.333,2-3-0,0.4,0.5,win
2-4-0,0.333,0.333,2-3-0,0.4,0.0,win
4-1-0,0.8,1.0,5-0-0,1.0,1.0,win
4-2-0,0.667,0.667,1-5-0,0.167,0.0,win
2-3-0,0.4,0.5,2-4-0,0.333,0.667,win
3-2-0,0.6,0.0,1-5-0,0.167,0.333,loss
2-4-0,0.333,0.0,3-3-0,0.5,0.333,loss
5-1-0,0.833,0.667,1-4-0,0.2,0.0,loss
2-3-0,0.4,0.5,2-4-0,0.333,0.667,loss
2-3-0,0.4,0.5,3-3-0,0.5,0.667,win
3-3-0,0.5,0.333,5-0-0,1.0,1.0,win
1-5-0,0.167,0.25,4-2-0,0.667,0.667,win
3-3-0,0.5,0.667,6-0-0,1.0,1.0,win
1-6-0,0.143,0.0,2-5-0,0.286,0.333,win
2-5-0,0.286,0.0,1-6-0,0.143,0.0,win
6-0-0,1.0,1.0,4-3-0,0.571,0.667,loss
1-5-0,0.167,0.5,2-5-0,0.286,0.333,win
4-2-0,0.667,0.333,2-4-0,0.333,0.333,loss
2-4-0,0.333,0.333,6-1-0,0.857,1.0,loss
4-3-0,0.571,0.333,3-4-0,0.429,0.667,win
2-5-0,0.286,0.0,3-3-0,0.5,0.667,win
5-2-0,0.714,0.667,2-5-0,0.286,0.333,loss
4-2-0,0.667,0.667,3-3-0,0.5,0.333,win
3-4-0,0.429,0.25,2-4-0,0.333,0.333,loss
6-0-0,1.0,1.0,6-0-0,1.0,1.0,win
3-4-0,0.429,0.667,6-0-0,1.0,1.0,win
2-6-0,0.25,0.25,7-0-0,1.0,1.0,win
4-3-0,0.571,0.333,5-2-0,0.714,1.0,win
6-1-0,0.857,0.667,7-0-0,1.0,1.0,win
3-4-0,0.429,0.0,7-0-0,1.0,1.0,win
1-6-0,0.143,0.333,4-4-0,0.5,0.75,loss
3-4-0,0.429,0.5,3-4-0,0.429,0.25,win
2-5-0,0.286,0.0,4-3-0,0.571,0.667,win
4-3-0,0.571,0.667,4-4-0,0.5,0.5,win
4-4-0,0.5,0.25,3-4-0,0.429,0.333,loss
6-2-0,0.75,0.75,2-6-0,0.25,0.5,win
7-0-0,1.0,1.0,3-5-0,0.375,0.25,win
3-4-0,0.429,0.25,2-5-0,0.286,0.25,loss
2-5-0,0.286,0.333,2-6-0,0.25,0.5,loss
4-4-0,0.5,0.667,5-3-0,0.625,0.75,loss
4-5-0,0.444,0.25,3-5-0,0.375,0.75,win
1-7-0,0.125,0.0,6-2-0,0.75,1.0,loss
2-6-0,0.25,0.333,3-5-0,0.375,0.25,win
8-0-0,1.0,1.0,2-6-0,0.25,0.0,loss
3-5-0,0.375,0.5,4-4-0,0.5,0.75,loss
3-5-0,0.375,0.4,4-4-0,0.5,0.667,loss
2-6-0,0.25,0.0,2-6-0,0.25,0.333,loss
2-7-0,0.222,0.2,5-4-0,0.556,0.6,win
6-2-0,0.75,0.5,4-4-0,0.5,0.5,loss
8-0-0,1.0,1.0,5-4-0,0.556,0.75,loss
3-5-0,0.375,0.25,7-1-0,0.875,1.0,loss
6-2-0,0.75,0.75,4-4-0,0.5,0.667,loss
3-5-0,0.375,0.25,8-0-0,1.0,1.0,loss
2-7-0,0.222,0.5,3-6-0,0.333,0.5,win
7-2-0,0.778,0.8,4-5-0,0.444,0.25,loss
4-5-0,0.444,0.5,2-7-0,0.222,0.25,win
4-5-0,0.444,0.5,6-3-0,0.667,0.75,loss
5-4-0,0.556,0.5,4-5-0,0.444,0.5,win
4-5-0,0.444,0.5,4-5-0,0.444,0.5,loss
6-3-0,0.667,0.5,7-2-0,0.778,1.0,loss
4-5-0,0.444,0.0,9-0-0,1.0,1.0,win
2-7-0,0.222,0.25,4-5-0,0.444,0.333,loss
4-5-0,0.444,0.25,2-7-0,0.222,0.25,win
8-1-0,0.889,1.0,7-2-0,0.778,0.75,win
3-6-0,0.333,0.0,4-5-0,0.444,0.5,win
4-5-0,0.444,0.4,2-7-0,0.222,0.4,loss
5-4-0,0.556,0.75,9-0-0,1.0,1.0,win
4-6-0,0.4,0.4,3-7-0,0.3,0.4,win
10-0-0,1.0,1.0,3-7-0,0.3,0.2,loss
4-6-0,0.4,0.6,7-3-0,0.7,0.8,loss
5-5-0,0.5,0.4,4-6-0,0.4,0.8,win
7-3-0,0.7,0.6,6-4-0,0.6,0.6,loss
4-6-0,0.4,0.2,8-2-0,0.8,0.8,win
4-6-0,0.4,0.2,5-5-0,0.5,0.6,win
5-5-0,0.5,0.6,5-5-0,0.5,0.4,win
4-6-0,0.4,0.5,5-5-0,0.5,0.6,win
2-8-0,0.2,0.0,4-6-0,0.4,0.6,loss
4-6-0,0.4,0.4,2-8-0,0.2,0.0,loss
5-5-0,0.5,0.6,5-5-0,0.5,0.5,win
8-2-0,0.8,0.8,3-7-0,0.3,0.6,loss
6-4-0,0.6,0.5,5-5-0,0.5,0.6,win
10-0-0,1.0,1.0,8-2-0,0.8,0.75,win
3-7-0,0.3,0.2,2-8-0,0.2,0.25,loss
7-4-0,0.636,0.6,4-7-0,0.364,0.5,loss
6-5-0,0.545,0.4,5-6-0,0.455,0.6,loss
6-5-0,0.545,0.4,5-6-0,0.455,0.4,win
4-7-0,0.364,0.333,4-7-0,0.364,0.25,win
9-2-0,0.818,0.8,2-9-0,0.182,0.2,loss
4-7-0,0.364,0.2,2-9-0,0.182,0.0,win
3-8-0,0.273,0.0,5-6-0,0.455,0.2,loss
6-5-0,0.545,0.4,8-3-0,0.727,0.8,loss
11-0-0,1.0,1.0,4-7-0,0.364,0.6,loss
6-5-0,0.545,0.6,5-6-0,0.455,0.4,win
9-2-0,0.818,0.833,4-7-0,0.364,0.6,loss
6-5-0,0.545,0.5,5-6-0,0.455,0.4,loss
9-2-0,0.818,0.833,3-8-0,0.273,0.333,loss
4-7-0,0.364,0.333,10-1-0,0.909,1.0,loss
6-5-0,0.545,0.6,6-5-0,0.545,0.667,win
3-8-0,0.273,0.4,5-6-0,0.455,0.833,loss
8-4-0,0.667,0.667,10-2-0,0.833,0.8,win
6-6-0,0.5,0.5,5-7-0,0.417,0.4,win
3-9-0,0.25,0.4,7-5-0,0.583,0.667,win
7-5-0,0.583,0.4,10-2-0,0.833,0.833,loss
10-2-0,0.833,0.8,6-6-0,0.5,0.667,loss
6-6-0,0.5,0.5,4-8-0,0.333,0.5,win
3-9-0,0.25,0.2,7-5-0,0.583,0.6,win
5-7-0,0.417,0.0,5-7-0,0.417,0.167,loss
6-6-0,0.5,0.5,12-0-0,1.0,1.0,win
4-8-0,0.333,0.167,6-6-0,0.5,0.5,loss
4-8-0,0.333,0.2,4-8-0,0.333,0.5,win
4-8-0,0.333,0.167,2-10-0,0.167,0.167,win
5-7-0,0.417,0.5,10-2-0,0.833,0.8,loss
4-8-0,0.333,0.5,8-4-0,0.667,0.667,win
7-5-0,0.583,0.5,4-8-0,0.333,0.4,loss
5-7-0,0.417,0.333,5-7-0,0.417,0.4,loss
6-7-0,0.462,0.5,5-8-0,0.385,0.571,win
8-5-0,0.615,0.5,4-9-0,0.308,0.167,loss
13-0-0,1.0,1.0,6-7-0,0.462,0.5,loss
11-2-0,0.846,0.857,6-7-0,0.462,0.5,loss
5-8-0,0.385,0.667,8-5-0,0.615,0.667,win
6-7-0,0.462,0.429,5-8-0,0.385,0.571,loss
6-7-0,0.462,0.333,6-7-0,0.462,0.5,loss
3-10-0,0.231,0.333,11-2-0,0.846,0.857,win
8-5-0,0.615,0.571,4-9-0,0.308,0.333,loss
6-7-0,0.462,0.429,6-7-0,0.462,0.714,win
3-10-0,0.231,0.167,8-5-0,0.615,0.667,win
9-4-0,0.692,0.667,6-7-0,0.462,0.333,loss
10-3-0,0.769,0.857,8-5-0,0.615,0.714,win
5-8-0,0.385,0.429,3-10-0,0.231,0.286,win
10-3-0,0.769,0.833,4-9-0,0.308,0.5,loss
4-9-0,0.308,0.167,5-8-0,0.385,0.5,loss
4-10-0,0.286,0.167,6-8-0,0.429,0.286,win
7-7-0,0.5,0.167,6-8-0,0.429,0.429,loss
5-9-0,0.357,0.167,5-9-0,0.357,0.429,win
6-8-0,0.429,0.429,5-9-0,0.357,0.333,loss
12-2-0,0.857,0.833,9-5-0,0.643,0.714,win
7-7-0,0.5,0.429,3-11-0,0.214,0.143,loss
3-11-0,0.214,0.143,9-5-0,0.643,0.667,win
4-10-0,0.286,0.143,5-9-0,0.357,0.429,win
6-8-0,0.429,0.429,9-5-0,0.643,0.714,win
14-0-0,1.0,1.0,7-7-0,0.5,0.5,win
5-9-0,0.357,0.571,6-8-0,0.429,0.429,loss
4-10-0,0.286,0.429,6-8-0,0.429,0.5,win
10-4-0,0.714,0.714,12-2-0,0.857,0.833,win
6-8-0,0.429,0.167,9-5-0,0.643,0.714,loss
9-5-0,0.643,0.5,4-10-0,0.286,0.286,win
11-3-0,0.786,0.857,10-4-0,0.714,0.667,win
10-5-0,0.667,0.571,7-8-0,0.467,0.571,win
12-3-0,0.8,0.714,5-10-0,0.333,0.286,win
5-10-0,0.333,0.286,11-4-0,0.733,0.714,win
9-6-0,0.6,0.429,3-12-0,0.2,0.286,loss
5-10-0,0.333,0.143,8-7-0,0.533,0.571,win
3-12-0,0.2,0.286,7-8-0,0.467,0.429,win
7-8-0,0.467,0.571,10-5-0,0.667,0.714,win
8-7-0,0.533,0.286,4-11-0,0.267,0.143,loss
6-9-0,0.4,0.429,6-9-0,0.4,0.429,loss
6-9-0,0.4,0.286,6-9-0,0.4,0.143,loss
10-5-0,0.667,0.571,10-5-0,0.667,0.714,loss
6-9-0,0.4,0.286,8-7-0,0.533,0.571,loss
6-9-0,0.4,0.429,14-1-0,0.933,1.0,win
4-11-0,0.267,0.143,11-4-0,0.733,0.714,win
9-6-0,0.6,0.571,13-2-0,0.867,0.857,loss
7-8-0,0.467,0.286,4-11-0,0.267,0.429,win
