result,gamekey,year,week,away,away_prev_wpct,away_prev_a_wpct,home,home_prev_wpct,home_prev_h_wpct,div_flag,away_record,away_wpct,away_a_wpct,home_record,home_wpct,home_h_wpct,matchup_weight,home_season_pt_dif,home_3game_pt_dif,home_5game_pt_dif,home_prev_season_pt_dif,away_season_pt_dif,away_3game_pt_dif,away_5game_pt_dif,away_prev_season_pt_dif,home_season_turnovers,home_3game_turnovers,home_5game_turnovers,home_prev_season_turnovers,away_season_turnovers,away_3game_turnovers,away_5game_turnovers,away_prev_season_turnovers,home_season_turnover_dif,home_3game_turnover_dif,home_5game_turnover_dif,home_prev_season_turnover_dif,away_season_turnover_dif,away_3game_turnover_dif,away_5game_turnover_dif,away_prev_season_turnover_dif,home_season_3down_pct,home_3game_3down_pct,home_5game_3down_pct,away_season_3down_pct,away_3game_3down_pct,away_5game_3down_pct
win,57377,2017,10,DAL,0.813,0.75,ATL,0.688,0.625,0,5-3-0,0.625,0.75,4-4-0,0.5,0.333,1.0,-0.25,-4.667,-4.6,8.375,6.0,18.333,9.2,7.1875,1.25,1.0,1.4,0.6875,1.0,0.333,1.2,0.9375,-0.5,0.0,-0.6,0.6875,0.375,2.0,0.4,0.3125,0.399,0.304,0.368,0.453,0.525,0.532
win,57378,2017,10,NYG,0.688,0.5,SF,0.125,0.125,0,1-7-0,0.125,0.25,0-9-0,0.0,0.0,-1.0,-10.667,-21.0,-13.6,-10.6875,-9.75,-12.667,-9.0,1.625,1.556,2.333,1.6,1.5625,1.25,1.3330000000000002,1.2,1.6875,-0.333,-1.3330000000000002,-0.4,-0.3125,-0.375,0.0,-0.2,-0.125,0.307,0.338,0.331,0.34,0.318,0.35100000000000003
loss,57379,2017,10,NE,0.875,1.0,DEN,0.563,0.625,0,6-2-0,0.75,1.0,3-5-0,0.375,0.75,0.334,-6.0,-19.667,-13.2,2.25,4.625,10.333,6.6,11.9375,2.375,3.333,2.6,1.5625,0.625,0.667,0.8,0.6875,-1.5,-2.333,-1.8,0.125,0.5,0.667,0.4,0.75,0.38,0.277,0.287,0.46,0.517,0.477
win,57380,2017,10,MIA,0.625,0.5,CAR,0.375,0.5,0,4-4-0,0.5,0.5,6-3-0,0.667,0.5,0.0,1.0,1.0,0.2,-2.0625,-7.875,-13.333,-6.2,-1.0625,1.778,2.0,1.8,1.8125,1.375,1.6669999999999998,1.6,1.4375,-0.889,-0.667,-0.6,-0.125,-0.375,-0.333,-0.2,0.125,0.446,0.393,0.373,0.301,0.35600000000000004,0.364
win,57381,2017,11,TEN,0.563,0.5,PIT,0.688,0.75,0,6-3-0,0.667,0.5,7-2-0,0.778,0.667,0.0,4.333,7.667000000000002,1.6,4.5,-0.889,3.333,3.6,0.1875,1.444,1.0,1.8,1.125,1.444,1.3330000000000002,1.4,1.125,-0.111,0.333,-0.8,0.3125,0.111,1.0,0.6,0.0,0.3720000000000001,0.35600000000000004,0.38,0.35,0.345,0.33
loss,57382,2017,11,DET,0.563,0.375,CHI,0.188,0.375,1,5-4-0,0.556,0.75,3-6-0,0.333,0.4,-0.6000000000000001,-4.8889999999999985,-0.333,-0.2,-7.5,3.778,7.332999999999998,1.0,-0.75,1.778,0.667,1.2,1.9375,1.222,1.0,1.8,0.9375,-0.556,1.0,0.4,-1.25,0.778,0.333,-0.4,-0.0625,0.34600000000000003,0.313,0.297,0.395,0.412,0.424
loss,57383,2017,11,JAX,0.188,0.125,CLE,0.063,0.125,0,6-3-0,0.667,0.75,0-9-0,0.0,0.0,0.0,-10.778,-11.333,-10.6,-11.75,10.222,15.333,11.4,-4.625,2.556,2.333,2.6,1.5625,1.222,1.6669999999999998,1.4,1.75,-1.444,-1.3330000000000002,-1.6,-0.75,0.778,-1.0,0.2,-0.875,0.292,0.29100000000000004,0.303,0.39,0.505,0.457
loss,57384,2017,11,BAL,0.5,0.25,GB,0.625,0.75,0,4-5-0,0.444,0.4,5-4-0,0.556,0.6,0.0,-0.333,-5.0,-4.8,2.75,2.111,9.667,7.8,1.5,1.0,0.333,1.0,1.0625,1.556,0.667,1.0,1.4375,0.667,1.0,0.8,0.5,0.444,0.667,0.4,0.3125,0.404,0.341,0.338,0.344,0.327,0.33
win,57385,2017,11,ARI,0.469,0.375,HOU,0.563,0.875,0,4-5-0,0.444,0.4,3-6-0,0.333,0.4,0.0,-0.556,-11.667,-5.4,-3.0625,-7.556,-9.667,-10.2,3.5,1.889,2.667,2.0,1.5,1.556,1.6669999999999998,1.6,1.75,-0.556,-2.0,-1.0,-0.4375,-0.556,-0.667,-0.4,0.0,0.34600000000000003,0.273,0.301,0.375,0.363,0.364
win,57386,2017,11,LA,0.25,0.375,MIN,0.5,0.625,0,7-2-0,0.778,1.0,7-2-0,0.778,0.8,0.0,5.778,11.0,9.8,1.25,14.889,31.0,19.4,-10.625,1.111,1.3330000000000002,1.2,1.0,1.3330000000000002,0.333,1.4,1.8125,0.111,-0.333,0.4,0.6875,0.778,2.667,1.0,-0.625,0.451,0.503,0.448,0.47,0.52,0.48
win,57387,2017,11,WAS,0.531,0.563,NO,0.438,0.5,0,4-5-0,0.444,0.5,7-2-0,0.778,0.75,-1.0,11.444,21.667,17.6,0.9375,-2.778,-6.332999999999998,-5.4,0.8125,1.111,1.6669999999999998,2.0,1.5,1.6669999999999998,1.6669999999999998,1.6,1.3125,0.333,-0.667,-0.2,-0.1875,-0.111,0.0,-0.2,0.0,0.402,0.42,0.392,0.366,0.324,0.361
win,57388,2017,11,KC,0.75,0.75,NYG,0.688,0.875,0,6-3-0,0.667,0.6,1-8-0,0.111,0.0,0.0,-9.778,-20.333,-10.6,1.625,5.0,-0.667,0.0,4.875,1.222,1.6669999999999998,1.4,1.6875,0.444,1.0,0.6,1.0625,-0.222,-0.667,0.0,-0.125,1.0,0.667,0.8,1.0,0.342,0.341,0.329,0.403,0.355,0.38
win,57389,2017,11,BUF,0.438,0.375,LAC,0.313,0.375,0,5-4-0,0.556,0.25,3-6-0,0.333,0.25,0.0,-0.556,3.333,3.2,-0.8125,-1.3330000000000002,-10.0,-6.2,1.3125,1.111,1.0,1.0,2.1875,0.778,1.3330000000000002,1.2,0.75,0.111,0.667,0.8,-0.4375,1.222,0.333,1.0,0.375,0.334,0.25,0.325,0.396,0.331,0.39
loss,57390,2017,11,CIN,0.406,0.25,DEN,0.563,0.625,0,3-6-0,0.333,0.2,3-6-0,0.333,0.6,1.0,-8.111,-21.0,-19.4,2.25,-3.667,-6.332999999999998,-6.0,0.5,2.333,3.0,3.0,1.5625,1.889,1.3330000000000002,1.8,1.0625,-1.556,-2.0,-2.4,0.125,-1.0,0.0,-0.8,0.1875,0.397,0.383,0.331,0.302,0.196,0.252
loss,57391,2017,11,NE,0.875,1.0,OAK,0.75,0.75,0,7-2-0,0.778,1.0,4-5-0,0.444,0.5,0.0,-2.0,-5.332999999999998,-6.0,1.9375,6.8889999999999985,16.333,12.2,11.9375,1.444,2.0,1.8,0.875,0.556,0.0,0.8,0.6875,-0.778,-1.6669999999999998,-1.4,1.0,0.667,1.0,0.4,0.75,0.394,0.4320000000000001,0.459,0.449,0.459,0.449
loss,57392,2017,11,PHI,0.438,0.125,DAL,0.813,0.875,1,8-1-0,0.889,0.75,5-4-0,0.556,0.5,0.2,3.111,1.6669999999999998,6.2,7.1875,11.556,20.333,18.6,2.25,1.111,1.0,1.2,0.9375,1.111,1.0,1.0,1.25,0.222,0.667,0.6,0.3125,0.667,0.667,0.8,0.375,0.454,0.465,0.523,0.466,0.39,0.434
loss,57241,2017,11,TB,0.563,0.625,MIA,0.625,0.75,0,3-6-0,0.333,0.0,4-5-0,0.444,0.5,0.0,-9.667,-22.333,-12.2,-1.0625,-3.889,-9.667,-7.4,-0.9375,1.3330000000000002,1.3330000000000002,1.4,1.4375,1.556,1.6669999999999998,2.0,1.6875,-0.444,-0.667,-0.4,0.125,0.0,0.0,-0.4,0.125,0.333,0.422,0.414,0.36,0.304,0.392
loss,57393,2017,11,ATL,0.688,0.75,SEA,0.6559999999999999,0.875,0,5-4-0,0.556,0.6,6-3-0,0.667,0.75,0.0,5.1110000000000015,2.0,5.8,3.875,2.0,7.332999999999998,0.6,8.375,1.0,1.0,1.2,1.1875,1.222,1.3330000000000002,1.0,0.6875,0.667,0.667,1.0,0.0,-0.333,0.333,0.2,0.6875,0.396,0.335,0.388,0.415,0.409,0.399
loss,57394,2017,12,MIN,0.5,0.375,DET,0.563,0.75,1,8-2-0,0.8,0.75,6-4-0,0.6,0.4,0.2,3.7,10.0,2.2,-0.75,6.9,14.0,12.6,1.25,1.2,1.0,1.8,0.9375,1.0,1.0,1.2,1.0,0.7,0.0,-0.2,-0.0625,0.2,0.333,0.2,0.6875,0.385,0.457,0.407,0.456,0.514,0.468
loss,57395,2017,12,LAC,0.313,0.25,DAL,0.813,0.875,0,4-6-0,0.4,0.4,5-5-0,0.5,0.4,0.0,0.0,-12.333,1.4,7.1875,2.5,6.332999999999998,8.2,-0.8125,1.4,2.0,1.4,0.9375,1.0,1.0,0.8,2.1875,-0.2,-1.3330000000000002,0.2,0.3125,0.7,1.6669999999999998,1.8,-0.4375,0.43,0.417,0.449,0.35100000000000003,0.333,0.336
win,57396,2017,12,NYG,0.688,0.5,WAS,0.531,0.5,1,2-8-0,0.2,0.2,4-6-0,0.4,0.4,-0.2,-2.8,-2.667,-6.4,0.8125,-8.5,-13.667,-9.0,1.625,1.5,0.667,1.2,1.3125,1.2,1.6669999999999998,1.2,1.6875,0.0,1.0,0.2,0.0,0.0,0.0,0.6,-0.125,0.363,0.333,0.328,0.331,0.363,0.308
win,57397,2017,12,TB,0.563,0.625,ATL,0.688,0.625,1,4-6-0,0.4,0.2,6-4-0,0.6,0.5,-0.2,2.1,6.667000000000002,1.8,8.375,-2.5,-1.6669999999999998,-4.4,-0.9375,1.2,1.0,1.0,0.6875,1.4,0.667,1.6,1.6875,-0.2,1.0,0.4,0.6875,0.5,2.333,0.6,0.125,0.438,0.505,0.419,0.34700000000000003,0.326,0.338
win,57398,2017,12,CLE,0.063,0.0,CIN,0.406,0.563,1,0-10-0,0.0,0.0,4-6-0,0.4,0.5,1.0,-3.0,-5.667000000000002,-6.2,0.5,-10.9,-14.333,-12.4,-11.75,1.7,0.667,1.2,1.0625,2.8,3.0,3.0,1.5625,-0.7,1.0,0.0,0.1875,-1.7,-2.0,-2.0,-0.75,0.318,0.231,0.266,0.28600000000000003,0.29100000000000004,0.263
loss,57399,2017,12,TEN,0.563,0.5,IND,0.5,0.5,1,6-4-0,0.6,0.4,3-7-0,0.3,0.4,0.6000000000000001,-10.1,0.667,-7.8,1.1875,-3.1,-5.332999999999998,0.2,0.1875,1.2,1.0,0.8,1.375,1.7,2.333,1.8,1.125,0.2,0.333,0.6,-0.3125,-0.3,-1.0,-0.2,0.0,0.358,0.395,0.348,0.353,0.375,0.376
loss,57400,2017,12,BUF,0.438,0.375,KC,0.75,0.75,0,5-5-0,0.5,0.2,6-4-0,0.6,0.75,1.0,4.2,-1.3330000000000002,-2.2,4.875,-4.2,-26.667,-11.4,1.3125,0.7,2.0,1.2,1.0625,1.3,3.333,2.2,0.75,0.7,0.0,0.2,1.0,0.5,-3.0,-0.6,0.375,0.39,0.268,0.322,0.4,0.341,0.41
win,57401,2017,12,MIA,0.625,0.5,NE,0.875,0.75,1,4-6-0,0.4,0.4,8-2-0,0.8,0.6,0.2,8.7,19.333,16.2,11.9375,-9.7,-12.333,-14.8,-1.0625,0.5,0.0,0.4,0.6875,1.7,2.333,2.2,1.4375,0.8,1.6669999999999998,1.2,0.75,-0.9,-1.6669999999999998,-1.4,0.125,0.454,0.446,0.483,0.34600000000000003,0.487,0.423
loss,57402,2017,12,CAR,0.375,0.25,NYJ,0.313,0.25,0,7-3-0,0.7,0.8,4-6-0,0.4,0.6,0.0,-2.1,1.0,-1.4,-8.375,3.3,13.667,4.4,-2.0625,1.6,1.0,1.6,2.125,1.6,1.0,1.8,1.8125,0.1,1.0,0.4,-1.25,-0.7,0.667,-0.6,-0.125,0.3720000000000001,0.321,0.371,0.48,0.522,0.443
win,57403,2017,12,CHI,0.188,0.0,PHI,0.438,0.75,0,3-7-0,0.3,0.25,9-1-0,0.9,1.0,1.0,13.2,26.333,18.8,2.25,-4.7,-6.0,-0.2,-7.5,1.0,0.667,0.8,1.25,1.7,1.0,1.0,1.9375,1.0,2.0,1.6,0.375,-0.5,0.0,0.8,-1.25,0.455,0.343,0.377,0.345,0.363,0.313
win,57404,2017,12,NO,0.438,0.375,LA,0.25,0.125,0,8-2-0,0.8,0.8,7-3-0,0.7,0.6,-1.0,11.7,14.333,17.2,-10.625,10.6,20.0,15.4,0.9375,1.3,0.333,0.6,1.8125,1.1,1.3330000000000002,1.6,1.5,0.6,2.0,1.4,-0.625,0.2,-0.667,-0.8,-0.1875,0.45,0.383,0.428,0.395,0.457,0.425
loss,57405,2017,12,SEA,0.6559999999999999,0.438,SF,0.125,0.125,1,6-4-0,0.6,0.6,1-9-0,0.1,0.2,-1.0,-8.6,-7.667000000000002,-11.0,-10.6875,4.3,0.0,4.0,3.875,1.6,2.0,2.0,1.5625,1.1,1.3330000000000002,1.2,1.1875,-0.4,-0.667,-0.8,-0.3125,0.5,-0.333,0.2,0.0,0.343,0.407,0.407,0.398,0.335,0.377
win,57406,2017,12,JAX,0.188,0.125,ARI,0.469,0.563,0,7-3-0,0.7,0.8,4-6-0,0.4,0.5,0.0,-7.8,-2.0,-6.8,3.5,10.4,10.333,9.6,-4.625,1.6,1.6669999999999998,1.8,1.75,1.2,1.3330000000000002,1.4,1.75,-0.5,-0.333,-0.4,0.0,1.1,1.0,0.2,-0.875,0.3670000000000001,0.379,0.366,0.381,0.415,0.417
win,57407,2017,12,DEN,0.563,0.5,OAK,0.75,0.75,1,3-7-0,0.3,0.0,4-6-0,0.4,0.4,-0.2,-4.3,-14.0,-8.4,1.9375,-7.6,-18.667,-17.4,2.25,1.5,2.667,2.0,0.875,2.3,2.0,2.8,1.5625,-0.9,-2.333,-1.6,1.0,-1.6,-1.6669999999999998,-2.2,0.125,0.401,0.433,0.452,0.415,0.445,0.387
win,57408,2017,12,GB,0.625,0.5,PIT,0.688,0.75,0,5-5-0,0.5,0.5,8-2-0,0.8,0.75,0.0,6.2,10.333,10.4,4.5,-2.6,-9.667,-10.2,2.75,1.3,1.0,0.8,1.125,1.4,1.6669999999999998,1.8,1.0625,0.3,1.0,0.8,0.3125,0.2,-0.667,-0.4,0.5,0.373,0.423,0.363,0.394,0.32299999999999995,0.313
win,57409,2017,12,HOU,0.563,0.25,BAL,0.5,0.75,0,4-6-0,0.4,0.25,5-5-0,0.5,0.5,0.0,4.2,20.0,9.8,1.5,0.5,-7.332999999999998,-1.8,-3.0625,1.5,1.0,1.2,1.4375,1.9,2.333,2.2,1.5,0.8,1.6669999999999998,1.0,0.3125,-0.5,-1.3330000000000002,-0.8,-0.4375,0.331,0.273,0.272,0.365,0.384,0.34700000000000003
win,57410,2017,13,WAS,0.531,0.563,DAL,0.813,0.875,1,5-6-0,0.455,0.4,5-6-0,0.455,0.333,0.6000000000000001,-2.0,-23.333,-9.0,7.1875,-1.636,-0.333,-2.4,0.8125,1.455,2.667,1.8,0.9375,1.455,0.667,1.2,1.3125,-0.364,-2.333,-0.8,0.3125,0.0,0.667,0.2,0.0,0.44,0.405,0.431,0.354,0.319,0.315
loss,57411,2017,13,MIN,0.5,0.375,ATL,0.688,0.625,0,9-2-0,0.818,0.8,7-4-0,0.636,0.6,-1.0,3.182,12.333,7.8,8.375,6.909,10.667,11.4,1.25,1.182,1.0,1.2,0.6875,0.909,0.667,0.8,1.0,-0.273,0.333,0.2,0.6875,0.364,0.667,0.4,0.6875,0.469,0.6559999999999999,0.531,0.456,0.5429999999999999,0.494
win,57412,2017,13,DET,0.563,0.375,BAL,0.5,0.75,0,6-5-0,0.545,0.8,6-5-0,0.545,0.6,0.0,4.455,9.0,11.8,1.5,2.727,3.333,3.6,-0.75,1.364,1.0,0.6,1.4375,1.273,1.3330000000000002,1.2,0.9375,1.0,2.0,1.8,0.3125,0.455,-0.333,-0.2,-0.0625,0.321,0.268,0.282,0.375,0.343,0.362
loss,57413,2017,13,NE,0.875,1.0,BUF,0.438,0.5,1,9-2-0,0.818,1.0,6-5-0,0.545,0.8,-0.6000000000000001,-3.273,-20.333,-10.8,1.3125,9.545,22.667,18.4,11.9375,1.182,2.333,2.0,0.75,0.636,0.667,0.4,0.6875,0.545,-1.6669999999999998,-0.8,0.375,0.818,1.6669999999999998,1.2,0.75,0.395,0.321,0.355,0.451,0.4270000000000001,0.459
loss,57414,2017,13,SF,0.125,0.125,CHI,0.188,0.375,0,1-10-0,0.091,0.0,3-8-0,0.273,0.333,0.0,-6.818,-12.667,-6.4,-7.5,-8.818,-3.667,-12.8,-10.6875,1.727,1.3330000000000002,1.0,1.9375,1.545,1.6669999999999998,2.0,1.5625,-0.364,0.0,0.8,-1.25,-0.364,-0.333,-1.0,-0.3125,0.335,0.28300000000000003,0.301,0.341,0.444,0.399
win,57415,2017,13,TB,0.563,0.625,GB,0.625,0.75,0,4-7-0,0.364,0.16699999999999998,5-6-0,0.455,0.5,0.0,-2.636,-6.332999999999998,-8.2,2.75,-3.545,0.333,-6.6,-0.9375,1.273,1.6669999999999998,1.2,1.0625,1.273,0.333,1.0,1.6875,0.455,0.0,0.4,0.5,0.545,2.333,1.2,0.125,0.4,0.403,0.359,0.349,0.344,0.302
win,57416,2017,13,IND,0.5,0.5,JAX,0.188,0.25,1,3-8-0,0.273,0.2,7-4-0,0.636,0.6,0.334,9.182,4.0,11.0,-4.625,-9.545,-0.333,-5.8,1.1875,1.364,2.0,1.8,1.75,1.182,1.0,0.8,1.375,0.909,1.0,0.0,-0.875,0.273,0.333,0.8,-0.3125,0.354,0.22,0.38,0.365,0.3720000000000001,0.39
win,57417,2017,13,DEN,0.563,0.5,MIA,0.625,0.75,0,3-8-0,0.273,0.0,4-7-0,0.364,0.4,0.0,-10.455,-17.333,-19.0,-1.0625,-7.545,-11.667,-14.6,2.25,1.818,3.0,2.4,1.4375,2.182,1.6669999999999998,2.4,1.5625,-0.909,-2.333,-1.6,0.125,-1.455,-1.3330000000000002,-1.6,0.125,0.331,0.409,0.382,0.409,0.487,0.415
win,57418,2017,13,CAR,0.375,0.25,NO,0.438,0.5,1,8-3-0,0.727,0.833,8-3-0,0.727,0.8,0.0,9.091,11.333,12.4,0.9375,3.727,11.667,7.0,-2.0625,1.0,0.667,1.2,1.5,1.455,0.667,1.2,1.8125,0.273,0.0,-0.4,-0.1875,-0.545,0.333,0.0,-0.125,0.38,0.355,0.365,0.455,0.436,0.436
win,57419,2017,13,KC,0.75,0.75,NYJ,0.313,0.25,0,6-5-0,0.545,0.5,4-7-0,0.364,0.5,-1.0,-2.636,0.0,-1.6,-8.375,3.273,-6.667000000000002,-2.2,4.875,1.545,1.0,1.2,2.125,0.727,1.6669999999999998,1.4,1.0625,0.0,0.333,0.4,-1.25,0.545,-1.3330000000000002,-0.2,1.0,0.37,0.329,0.337,0.369,0.264,0.298
win,57420,2017,13,HOU,0.563,0.25,TEN,0.563,0.625,1,4-7-0,0.364,0.2,7-4-0,0.636,0.8,-0.6000000000000001,-2.455,-5.0,-1.8,0.1875,-0.182,-7.667000000000002,-6.4,-3.0625,1.727,2.667,2.0,1.125,2.0,3.0,2.6,1.5,-0.364,-1.6669999999999998,-0.4,0.0,-0.727,-2.333,-1.8,-0.4375,0.355,0.409,0.359,0.371,0.4320000000000001,0.35600000000000004
win,57421,2017,13,CLE,0.063,0.0,LAC,0.313,0.375,0,0-11-0,0.0,0.0,5-6-0,0.455,0.4,0.0,4.273,16.333,12.4,-0.8125,-11.182,-13.333,-12.0,-11.75,0.909,0.667,0.6,2.1875,2.545,2.333,2.4,1.5625,0.818,2.667,2.0,-0.4375,-1.545,-1.6669999999999998,-1.6,-0.75,0.377,0.448,0.379,0.29600000000000004,0.321,0.301
loss,57422,2017,13,LA,0.25,0.375,ARI,0.469,0.563,1,8-3-0,0.727,0.8,5-6-0,0.455,0.6,-0.334,-6.818,-4.333,-7.2,3.5,11.182,5.0,16.4,-10.625,1.636,1.6669999999999998,1.8,1.75,1.273,0.667,0.6,1.8125,-0.364,0.0,-0.2,0.0,0.455,0.667,1.2,-0.625,0.3720000000000001,0.371,0.36,0.428,0.287,0.409
win,57423,2017,13,NYG,0.688,0.5,OAK,0.75,0.75,0,2-9-0,0.182,0.16699999999999998,5-6-0,0.455,0.5,0.0,-3.273,-5.0,-6.8,1.9375,-8.636000000000001,-5.667000000000002,-13.6,1.625,1.455,1.6669999999999998,1.8,0.875,1.182,1.0,1.4,1.6875,-0.818,-1.0,-1.4,1.0,0.0,1.0,0.0,-0.125,0.4,0.462,0.429,0.314,0.244,0.28
win,57424,2017,13,PHI,0.438,0.125,SEA,0.6559999999999999,0.875,0,10-1-0,0.909,0.8,7-4-0,0.636,0.6,1.0,4.909,4.667,2.8,3.875,14.545,28.0,23.4,2.25,1.091,1.0,1.2,1.1875,1.182,1.3330000000000002,1.2,1.25,0.455,0.0,0.2,0.0,0.818,1.3330000000000002,1.0,0.375,0.397,0.344,0.361,0.454,0.393,0.393
loss,57425,2017,13,PIT,0.688,0.625,CIN,0.406,0.563,1,9-2-0,0.818,0.833,5-6-0,0.455,0.6,-0.6659999999999999,-1.455,4.333,-0.4,0.5,5.909,9.667,9.8,4.5,1.545,0.667,0.8,1.0625,1.455,1.3330000000000002,1.2,1.125,-0.636,0.667,0.4,0.1875,0.0,0.333,0.4,0.3125,0.326,0.322,0.29100000000000004,0.395,0.462,0.413
win,57426,2017,14,NO,0.438,0.375,ATL,0.688,0.625,1,9-3-0,0.75,0.667,7-5-0,0.583,0.5,-0.2,2.5,4.0,5.8,8.375,9.167,2.333,12.8,0.9375,1.083,0.667,0.8,0.6875,1.0,0.667,1.0,1.5,-0.25,0.0,0.4,0.6875,0.25,0.0,-0.2,-0.1875,0.439,0.51,0.48,0.382,0.321,0.4
win,57427,2017,14,IND,0.5,0.5,BUF,0.438,0.5,0,3-9-0,0.25,0.16699999999999998,6-6-0,0.5,0.667,1.0,-4.667,-14.667,-18.8,1.3125,-10.417,-9.0,-4.4,1.1875,1.167,2.333,2.2,0.75,1.25,1.3330000000000002,1.2,1.375,0.5,-1.6669999999999998,-1.6,0.375,0.083,-0.333,0.0,-0.3125,0.395,0.389,0.35200000000000004,0.362,0.387,0.39
