gamekey,year,week,away,away_prev_wpct,away_prev_a_wpct,home,home_prev_wpct,home_prev_h_wpct,div_flag
56254,2014,6,BAL,0.5,0.25,TB,0.25,0.375,0
56255,2014,6,JAC,0.25,0.375,TEN,0.438,0.375,1
56256,2014,6,SD,0.563,0.5,OAK,0.25,0.375,1
56257,2014,6,WAS,0.188,0.125,ARI,0.625,0.75,0
56258,2014,6,DAL,0.5,0.375,SEA,0.813,0.875,0
56259,2014,6,NYG,0.438,0.375,PHI,0.625,0.5,1
56260,2014,6,SF,0.75,0.75,STL,0.438,0.625,1
56261,2014,7,NYJ,0.5,0.25,NE,0.75,1.0,1
56262,2014,7,ATL,0.25,0.125,BAL,0.5,0.75,0
56263,2014,7,MIN,0.344,0.063,BUF,0.375,0.5,0
56264,2014,7,MIA,0.5,0.5,CHI,0.5,0.625,0
56265,2014,7,NO,0.688,0.375,DET,0.438,0.5,0
56266,2014,7,CAR,0.75,0.625,GB,0.531,0.563,0
56267,2014,7,CIN,0.688,0.375,IND,0.688,0.75,0
56268,2014,7,CLE,0.25,0.125,JAC,0.25,0.125,0
56269,2014,7,SEA,0.813,0.75,STL,0.438,0.625,1
56270,2014,7,TEN,0.438,0.5,WAS,0.188,0.25,0
56271,2014,7,KC,0.688,0.75,SD,0.563,0.625,1
56272,2014,7,NYG,0.438,0.375,DAL,0.5,0.625,1
56273,2014,7,ARI,0.625,0.5,OAK,0.25,0.375,0
56274,2014,7,SF,0.75,0.75,DEN,0.813,0.875,0
56275,2014,7,HOU,0.125,0.125,PIT,0.5,0.625,0
56276,2014,8,SD,0.563,0.5,DEN,0.813,0.875,1
56277,2014,8,DET,0.438,0.375,ATL,0.25,0.375,0
56278,2014,8,SEA,0.813,0.75,CAR,0.75,0.875,0
56279,2014,8,BAL,0.5,0.25,CIN,0.688,1.0,1
56280,2014,8,MIA,0.5,0.5,JAC,0.25,0.125,0
56281,2014,8,STL,0.438,0.25,KC,0.688,0.625,0
56282,2014,8,CHI,0.5,0.375,NE,0.75,1.0,0
56283,2014,8,BUF,0.375,0.25,NYJ,0.5,0.75,1
56284,2014,8,MIN,0.344,0.063,TB,0.25,0.375,0
56285,2014,8,HOU,0.125,0.125,TEN,0.438,0.375,1
56286,2014,8,PHI,0.625,0.75,ARI,0.625,0.75,0
56287,2014,8,OAK,0.25,0.125,CLE,0.25,0.375,0
56288,2014,8,IND,0.688,0.625,PIT,0.5,0.625,0
56289,2014,8,GB,0.531,0.5,NO,0.688,1.0,0
56290,2014,8,WAS,0.188,0.125,DAL,0.5,0.625,1
56291,2014,9,NO,0.688,0.375,CAR,0.75,0.875,1
56292,2014,9,JAC,0.25,0.375,CIN,0.688,1.0,0
56293,2014,9,TB,0.25,0.125,CLE,0.25,0.375,0
56294,2014,9,ARI,0.625,0.5,DAL,0.5,0.625,0
56295,2014,9,PHI,0.625,0.75,HOU,0.125,0.125,0
56296,2014,9,NYJ,0.5,0.25,KC,0.688,0.625,0
56297,2014,9,SD,0.563,0.5,MIA,0.5,0.5,0
56298,2014,9,WAS,0.188,0.125,MIN,0.344,0.625,0
56299,2014,9,STL,0.438,0.25,SF,0.75,0.75,1
56300,2014,9,DEN,0.813,0.75,NE,0.75,1.0,0
56301,2014,9,OAK,0.25,0.125,SEA,0.813,0.875,0
56302,2014,9,BAL,0.5,0.25,PIT,0.5,0.625,1
56303,2014,9,IND,0.688,0.625,NYG,0.438,0.5,0
56304,2014,10,CLE,0.25,0.125,CIN,0.688,1.0,1
56305,2014,10,TEN,0.438,0.5,BAL,0.5,0.75,0
56306,2014,10,KC,0.688,0.75,BUF,0.375,0.5,0
56307,2014,10,MIA,0.5,0.5,DET,0.438,0.5,0
56308,2014,10,DAL,0.5,0.375,JAC,0.25,0.125,0
56309,2014,10,SF,0.75,0.75,NO,0.688,1.0,0
56310,2014,10,PIT,0.5,0.375,NYJ,0.5,0.75,0
56311,2014,10,ATL,0.25,0.125,TB,0.25,0.375,1
56312,2014,10,DEN,0.813,0.75,OAK,0.25,0.375,1
56313,2014,10,STL,0.438,0.25,ARI,0.625,0.75,1
56314,2014,10,NYG,0.438,0.375,SEA,0.813,0.875,0
56315,2014,10,CHI,0.5,0.375,GB,0.531,0.563,1
56316,2014,10,CAR,0.75,0.625,PHI,0.625,0.5,0
56317,2014,11,BUF,0.375,0.25,MIA,0.5,0.5,1
56318,2014,11,ATL,0.25,0.125,CAR,0.75,0.875,1
56319,2014,11,MIN,0.344,0.063,CHI,0.5,0.625,1
56320,2014,11,HOU,0.125,0.125,CLE,0.25,0.375,0
56321,2014,11,PHI,0.625,0.75,GB,0.531,0.563,0
56322,2014,11,SEA,0.813,0.75,KC,0.688,0.625,0
56323,2014,11,CIN,0.688,0.375,NO,0.688,1.0,0
56324,2014,11,SF,0.75,0.75,NYG,0.438,0.5,0
56325,2014,11,DEN,0.813,0.75,STL,0.438,0.625,0
56326,2014,11,TB,0.25,0.125,WAS,0.188,0.25,0
56327,2014,11,OAK,0.25,0.125,SD,0.563,0.625,1
56328,2014,11,DET,0.438,0.375,ARI,0.625,0.75,0
56329,2014,11,NE,0.75,0.5,IND,0.688,0.75,0
56330,2014,11,PIT,0.5,0.375,TEN,0.438,0.375,0
56331,2014,12,KC,0.688,0.75,OAK,0.25,0.375,1
56332,2014,12,CLE,0.25,0.125,ATL,0.25,0.375,0
56333,2014,12,NYJ,0.5,0.25,BUF,0.375,0.5,1
56334,2014,12,TB,0.25,0.125,CHI,0.5,0.625,0
56335,2014,12,CIN,0.688,0.375,HOU,0.125,0.125,0
56336,2014,12,JAC,0.25,0.375,IND,0.688,0.75,1
56337,2014,12,GB,0.531,0.5,MIN,0.344,0.625,1
56338,2014,12,DET,0.438,0.375,NE,0.75,1.0,0
56339,2014,12,TEN,0.438,0.5,PHI,0.625,0.5,0
56340,2014,12,STL,0.438,0.25,SD,0.563,0.625,0
56341,2014,12,ARI,0.625,0.5,SEA,0.813,0.875,1
56342,2014,12,MIA,0.5,0.5,DEN,0.813,0.875,0
56343,2014,12,WAS,0.188,0.125,SF,0.75,0.75,0
56344,2014,12,DAL,0.5,0.375,NYG,0.438,0.5,1
56345,2014,12,BAL,0.5,0.25,NO,0.688,1.0,0
56346,2014,13,CHI,0.5,0.375,DET,0.438,0.5,1
56347,2014,13,PHI,0.625,0.75,DAL,0.5,0.625,1
56348,2014,13,SEA,0.813,0.75,SF,0.75,0.75,1
56349,2014,13,SD,0.563,0.5,BAL,0.5,0.75,0
56350,2014,13,CLE,0.25,0.125,BUF,0.375,0.5,0
56351,2014,13,TEN,0.438,0.5,HOU,0.125,0.125,1
56352,2014,13,WAS,0.188,0.125,IND,0.688,0.75,0
56353,2014,13,NYG,0.438,0.375,JAC,0.25,0.125,0
56354,2014,13,CAR,0.75,0.625,MIN,0.344,0.625,0
56355,2014,13,NO,0.688,0.375,PIT,0.5,0.625,0
56356,2014,13,OAK,0.25,0.125,STL,0.438,0.625,0
56357,2014,13,CIN,0.688,0.375,TB,0.25,0.375,0
56358,2014,13,ARI,0.625,0.5,ATL,0.25,0.375,0
56359,2014,13,NE,0.75,0.5,GB,0.531,0.563,0
56360,2014,13,DEN,0.813,0.75,KC,0.688,0.625,1
56361,2014,13,MIA,0.5,0.5,NYJ,0.5,0.75,1
56362,2014,14,DAL,0.5,0.375,CHI,0.5,0.625,0
56363,2014,14,PIT,0.5,0.375,CIN,0.688,1.0,1
56364,2014,14,IND,0.688,0.625,CLE,0.25,0.375,0
56365,2014,14,TB,0.25,0.125,DET,0.438,0.5,0
56366,2014,14,HOU,0.125,0.125,JAC,0.25,0.125,1
56367,2014,14,BAL,0.5,0.25,MIA,0.5,0.5,0
56368,2014,14,NYJ,0.5,0.25,MIN,0.344,0.625,0
56369,2014,14,CAR,0.75,0.625,NO,0.688,1.0,1
56370,2014,14,NYG,0.438,0.375,TEN,0.438,0.375,0
56371,2014,14,STL,0.438,0.25,WAS,0.188,0.25,0
56372,2014,14,KC,0.688,0.75,ARI,0.625,0.75,0
56373,2014,14,BUF,0.375,0.25,DEN,0.813,0.875,0
56374,2014,14,SF,0.75,0.75,OAK,0.25,0.375,0
56375,2014,14,SEA,0.813,0.75,PHI,0.625,0.5,0
56376,2014,14,NE,0.75,0.5,SD,0.563,0.625,0
56377,2014,14,ATL,0.25,0.125,GB,0.531,0.563,0
56378,2014,15,ARI,0.625,0.5,STL,0.438,0.625,1
56379,2014,15,PIT,0.5,0.375,ATL,0.25,0.375,0
56380,2014,15,JAC,0.25,0.375,BAL,0.5,0.75,0
56381,2014,15,GB,0.531,0.5,BUF,0.375,0.5,0
56382,2014,15,TB,0.25,0.125,CAR,0.75,0.875,1
56383,2014,15,CIN,0.688,0.375,CLE,0.25,0.375,1
56384,2014,15,MIN,0.344,0.063,DET,0.438,0.5,1
56385,2014,15,HOU,0.125,0.125,IND,0.688,0.75,1
56386,2014,15,OAK,0.25,0.125,KC,0.688,0.625,1
56387,2014,15,MIA,0.5,0.5,NE,0.75,1.0,1
56388,2014,15,WAS,0.188,0.125,NYG,0.438,0.5,1
56389,2014,15,DEN,0.813,0.75,SD,0.563,0.625,1
56390,2014,15,NYJ,0.5,0.25,TEN,0.438,0.375,0
56391,2014,15,SF,0.75,0.75,SEA,0.813,0.875,1
56392,2014,15,DAL,0.5,0.375,PHI,0.625,0.5,1
56393,2014,15,NO,0.688,0.375,CHI,0.5,0.625,0
56394,2014,16,TEN,0.438,0.5,JAC,0.25,0.125,1
56396,2014,16,PHI,0.625,0.75,WAS,0.188,0.25,1
56395,2014,16,SD,0.563,0.5,SF,0.75,0.75,0
56397,2014,16,CLE,0.25,0.125,CAR,0.75,0.875,0
56398,2014,16,DET,0.438,0.375,CHI,0.5,0.625,1
56399,2014,16,BAL,0.5,0.25,HOU,0.125,0.125,0
56400,2014,16,MIN,0.344,0.063,MIA,0.5,0.5,0
56401,2014,16,ATL,0.25,0.125,NO,0.688,1.0,1
56402,2014,16,NE,0.75,0.5,NYJ,0.5,0.75,1
56403,2014,16,KC,0.688,0.75,PIT,0.5,0.625,0
56404,2014,16,GB,0.531,0.5,TB,0.25,0.375,0
56405,2014,16,NYG,0.438,0.375,STL,0.438,0.625,0
56406,2014,16,IND,0.688,0.625,DAL,0.5,0.625,0
56407,2014,16,BUF,0.375,0.25,OAK,0.25,0.375,0
56408,2014,16,SEA,0.813,0.75,ARI,0.625,0.75,1
56409,2014,16,DEN,0.813,0.75,CIN,0.688,1.0,0
56410,2014,17,CAR,0.75,0.625,ATL,0.25,0.375,1
56411,2014,17,CLE,0.25,0.125,BAL,0.5,0.75,1
56412,2014,17,DET,0.438,0.375,GB,0.531,0.563,1
56413,2014,17,JAC,0.25,0.375,HOU,0.125,0.125,1
56414,2014,17,SD,0.563,0.5,KC,0.688,0.625,1
56415,2014,17,NYJ,0.5,0.25,MIA,0.5,0.5,1
56416,2014,17,CHI,0.5,0.375,MIN,0.344,0.625,1
56417,2014,17,BUF,0.375,0.25,NE,0.75,1.0,1
56418,2014,17,PHI,0.625,0.75,NYG,0.438,0.5,1
56419,2014,17,CIN,0.688,0.375,PIT,0.5,0.625,1
56420,2014,17,NO,0.688,0.375,TB,0.25,0.375,1
56421,2014,17,IND,0.688,0.625,TEN,0.438,0.375,1
56422,2014,17,DAL,0.5,0.375,WAS,0.188,0.25,1
56423,2014,17,OAK,0.25,0.125,DEN,0.813,0.875,1
56424,2014,17,ARI,0.625,0.5,SF,0.75,0.75,1
56425,2014,17,STL,0.438,0.25,SEA,0.813,0.875,1
